article_id,title,article_url,source,source_url,image_url,posted_time,posted_time_iso,relative_time,categories,tags,scraped_at
adobe-launches-ai-tool-bulk-image-editing,Adobe launches new AI tool for bulk image editing,https://www.techinasia.com/news/adobe-launches-ai-tool-bulk-image-editing,The Verge,https://www.theverge.com/2025/1/13/24342622/adobe-firefly-bulk-create-api-announcement-availability,https://cdn.techinasia.com/wp-content/uploads/2023/06/1686709604_shutterstock_1793510983-750x500.jpg,2025-01-14T08:45:00,,1d ago,AI,,2025-01-15 13:21:42
chinese-ai-startup-deepseek-launches-free-ios-app,Chinese AI startup DeepSeek launches free iOS app,https://www.techinasia.com/news/chinese-ai-startup-deepseek-launches-free-ios-app,Pandaily,https://pandaily.com/ai-assistant-deepseek-official-app-launched/,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736726769_shutterstock_2553453443-750x500.jpg,2025-01-14T08:15:00,,1d ago,AI,China,2025-01-15 13:21:44
south-korea-boosts-ai-semiconductor-ties-israel-japan,"South Korea boosts AI, semiconductor ties with Israel, Japan",https://www.techinasia.com/news/south-korea-boosts-ai-semiconductor-ties-israel-japan,Yonhap,https://en.yna.co.kr/view/AEN20250113000900320,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736311486_shutterstock_1567981987-750x500.jpg,2025-01-13T16:20:00,,1d ago,AI,,2025-01-15 13:21:44
sk-telecom-launches-gpuaas-south-koreas-ai-data-center,SK Telecom launches GPUaaS for South Korea’s AI data center,https://www.techinasia.com/news/sk-telecom-launches-gpuaas-south-koreas-ai-data-center,SK Telecom,http://www.linkedin.com/company/sk-telecom,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736749507_Image-2-SK-Telecom-Launches-AI-Data-Center-based-GPUaaS-750x505.jpg,2025-01-13T15:09:00,,1d ago,AI,,2025-01-15 13:21:44
youtubers-sell-unused-video-footage-ai-firms,YouTubers sell unused video footage to AI firms,https://www.techinasia.com/news/youtubers-sell-unused-video-footage-ai-firms,Bloomberg,https://www.bloomberg.com/news/articles/2025-01-10/youtubers-are-selling-their-unused-video-footage-to-ai-companies?srnd=phx-technology,https://cdn.techinasia.com/wp-content/uploads/2019/08/Youtube-Inc-Youtube-Youtube-Logo-3873587-750x500.jpg,2025-01-13T14:54:00,,1d ago,AI,,2025-01-15 13:21:44
singtel-launches-perplexity-pro-ai-free-year-access,Singtel launches Perplexity Pro AI with free year access,https://www.techinasia.com/news/singtel-launches-perplexity-pro-ai-free-year-access,Singtel,https://www.singtel.com/personal/my-account/rewards-perplexity,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736492586_shutterstock_2486442525-750x500.jpg,2025-01-13T11:57:00,,2d ago,AI,Singapore,2025-01-15 13:21:44
chinas-deepseek-relies-young-team-challenge-giants,China’s DeepSeek relies on young team to challenge US giants,https://www.techinasia.com/news/chinas-deepseek-relies-young-team-challenge-giants,South China Morning Post,https://www.scmp.com/tech/big-tech/article/3294357/chinas-ai-disrupter-deepseek-bets-low-key-team-young-geniuses-beat-us-giants,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736726769_shutterstock_2553453443-750x500.jpg,2025-01-13T09:30:00,,2d ago,AI,China,2025-01-15 13:21:44
chinese-firms-showcase-ai-robots-evs-ces-2025,"Chinese firms showcase AI robots, EVs at CES 2025",https://www.techinasia.com/news/chinese-firms-showcase-ai-robots-evs-ces-2025,South China Morning Post,https://www.scmp.com/tech/big-tech/article/3294433/ces-2025-chinese-firms-show-leading-ai-powered-robots-evs-smart-glasses,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736725757_shutterstock_2411904329-750x500.jpg,2025-01-13T08:45:00,,2d ago,AI,China,2025-01-15 13:21:44
alibaba-cloud-launches-ai-tool-faster-app-development,Alibaba Cloud launches AI tool for faster app development,https://www.techinasia.com/news/alibaba-cloud-launches-ai-tool-faster-app-development,South China Morning Post,https://www.scmp.com/tech/big-tech/article/3294096/meet-alibabas-ai-coder-automated-system-can-build-app-minutes,https://cdn.techinasia.com/wp-content/uploads/2024/10/1727861494_shutterstock_2118466577-750x500.jpg,2025-01-12T15:18:00,,2d ago,AI,China,2025-01-15 13:21:44
hyundai-partners-nvidia-advance-ai-mobility,Hyundai partners with Nvidia to advance AI in mobility,https://www.techinasia.com/news/hyundai-partners-nvidia-advance-ai-mobility,The Korea Times,https://www.koreatimes.co.kr/www/tech/2025/01/419_390130.html,https://cdn.techinasia.com/wp-content/uploads/2025/01/1735903833_shutterstock_2493117133-750x563.jpg,2025-01-12T14:42:00,,2d ago,AI,,2025-01-15 13:21:44
ant-group-connect-280k-doctors-haodf-healthcare-platform,Ant Group to connect 280k doctors on Haodf healthcare platform,https://www.techinasia.com/news/ant-group-connect-280k-doctors-haodf-healthcare-platform,Ant Group,https://www.antgroup.com/en/,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736594361_Cyril-Han-President-of-Ant-Group-speaks-at-the-2025-Haodf-Conference-in-Shanghai-750x500.jpg,2025-01-11T20:37:00,,11 Jan 2025,AI,China,2025-01-15 13:21:44
openai-meta-uber-execs-attend-trumps-inauguration,"OpenAI, Meta, Uber execs set to attend Trump’s inauguration",https://www.techinasia.com/news/openai-meta-uber-execs-attend-trumps-inauguration,Bloomberg,https://www.bloomberg.com/news/articles/2025-01-10/openai-meta-uber-ceos-plan-to-attend-trump-inauguration-events?srnd=phx-technology,https://cdn.techinasia.com/wp-content/uploads/2024/12/1735005233_shutterstock_2551951845-750x500.jpg,2025-01-11T17:02:00,,11 Jan 2025,AI,,2025-01-15 13:21:44
openai-considers-highvolume-production-humanoid-robots,OpenAI considers high-volume production of humanoid robots,https://www.techinasia.com/news/openai-considers-highvolume-production-humanoid-robots,TechCrunch,https://techcrunch.com/2025/01/10/new-openai-job-listings-reveal-its-robotics-plans/,https://cdn.techinasia.com/wp-content/uploads/2024/01/1706688900_shutterstock_2275173419-750x500.jpg,2025-01-11T16:56:00,,11 Jan 2025,AI,,2025-01-15 13:21:44
us-agencies-partially-back-musks-legal-challenge-openai,US agencies partially back Musk’s legal challenge against OpenAI,https://www.techinasia.com/news/us-agencies-partially-back-musks-legal-challenge-openai,Bloomberg,https://www.bloomberg.com/news/articles/2025-01-10/us-supports-musk-challenge-to-openai-microsoft-board-overlaps?srnd=phx-technology,,2025-01-11T16:52:00,,11 Jan 2025,AI,,2025-01-15 13:21:44
microsoft-sues-group-azure-openai-service,Microsoft sues group over Azure OpenAI service,https://www.techinasia.com/news/microsoft-sues-group-azure-openai-service,TechCrunch,https://techcrunch.com/2025/01/10/microsoft-accuses-group-of-developing-tool-to-abuse-its-ai-service-in-new-lawsuit/,,2025-01-11T15:26:00,,11 Jan 2025,AI,,2025-01-15 13:21:44
nvidia-raises-concerns-bidens-reported-export-restrictions,Nvidia raises concerns over Biden’s reported export restrictions,https://www.techinasia.com/news/nvidia-raises-concerns-bidens-reported-export-restrictions,Reuters,https://www.reuters.com/technology/nvidia-criticizes-reported-biden-plan-ai-chip-export-curbs-2025-01-10/,,2025-01-11T13:24:00,,11 Jan 2025,AI,,2025-01-15 13:21:44
