article_id,title,article_url,source,source_url,image_url,posted_time,posted_time_iso,relative_time,categories,tags,scraped_at
indonesian-digital-character-generator-nets-seed,Indonesian AI character generator nets $5m seed,https://www.techinasia.com/news/indonesian-digital-character-generator-nets-seed,Bythen,https://www.bythen.ai/,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736755030_unnamed-15-750x500.jpg,"10:00 AM at Jan 14, 2025",2025-01-14T10:00:00,1d ago,"AI,Investments",,2025-01-15 10:20:08
googles-automotive-agent-enhances-voice-assist-mercedes-cla,Google’s AI agent enhances voice assist in Mercedes CLA,https://www.techinasia.com/news/googles-automotive-agent-enhances-voice-assist-mercedes-cla,Google,https://blog.google/feed/mercedes-google-cloud-automotive-ai-agent/,https://cdn.techinasia.com/wp-content/uploads/2023/09/1694664543_shutterstock_552493561-750x500.jpg,"9:45 AM at Jan 14, 2025",2025-01-14T09:45:00,1d ago,AI,,2025-01-15 10:20:08
adobe-launches-ai-tool-bulk-image-editing,Adobe launches new AI tool for bulk image editing,https://www.techinasia.com/news/adobe-launches-ai-tool-bulk-image-editing,The Verge,https://www.theverge.com/2025/1/13/24342622/adobe-firefly-bulk-create-api-announcement-availability,https://cdn.techinasia.com/wp-content/uploads/2023/06/1686709604_shutterstock_1793510983-750x500.jpg,"8:45 AM at Jan 14, 2025",2025-01-14T08:45:00,1d ago,AI,,2025-01-15 10:20:08
chinese-ai-startup-deepseek-launches-free-ios-app,Chinese AI startup DeepSeek launches free iOS app,https://www.techinasia.com/news/chinese-ai-startup-deepseek-launches-free-ios-app,Pandaily,https://pandaily.com/ai-assistant-deepseek-official-app-launched/,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736726769_shutterstock_2553453443-750x500.jpg,"8:15 AM at Jan 14, 2025",2025-01-14T08:15:00,1d ago,AI,China,2025-01-15 10:20:08
south-korea-boosts-ai-semiconductor-ties-israel-japan,"South Korea boosts AI, semiconductor ties with Israel, Japan",https://www.techinasia.com/news/south-korea-boosts-ai-semiconductor-ties-israel-japan,Yonhap,https://en.yna.co.kr/view/AEN20250113000900320,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736311486_shutterstock_1567981987-750x500.jpg,"4:20 PM at Jan 13, 2025",2025-01-13T16:20:00,1d ago,AI,,2025-01-15 10:20:08
sk-telecom-launches-gpuaas-south-koreas-ai-data-center,SK Telecom launches GPUaaS for South Korea’s AI data center,https://www.techinasia.com/news/sk-telecom-launches-gpuaas-south-koreas-ai-data-center,SK Telecom,http://www.linkedin.com/company/sk-telecom,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736749507_Image-2-SK-Telecom-Launches-AI-Data-Center-based-GPUaaS-750x505.jpg,"3:09 PM at Jan 13, 2025",2025-01-13T15:09:00,1d ago,AI,,2025-01-15 10:20:09
youtubers-sell-unused-video-footage-ai-firms,YouTubers sell unused video footage to AI firms,https://www.techinasia.com/news/youtubers-sell-unused-video-footage-ai-firms,Bloomberg,https://www.bloomberg.com/news/articles/2025-01-10/youtubers-are-selling-their-unused-video-footage-to-ai-companies?srnd=phx-technology,https://cdn.techinasia.com/wp-content/uploads/2019/08/Youtube-Inc-Youtube-Youtube-Logo-3873587-750x500.jpg,"2:54 PM at Jan 13, 2025",2025-01-13T14:54:00,1d ago,AI,,2025-01-15 10:20:09
singtel-launches-perplexity-pro-ai-free-year-access,Singtel launches Perplexity Pro AI with free year access,https://www.techinasia.com/news/singtel-launches-perplexity-pro-ai-free-year-access,Singtel,https://www.singtel.com/personal/my-account/rewards-perplexity,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736492586_shutterstock_2486442525-750x500.jpg,"11:57 AM at Jan 13, 2025",2025-01-13T11:57:00,1d ago,AI,Singapore,2025-01-15 10:20:09
chinas-deepseek-relies-young-team-challenge-giants,China’s DeepSeek relies on young team to challenge US giants,https://www.techinasia.com/news/chinas-deepseek-relies-young-team-challenge-giants,South China Morning Post,https://www.scmp.com/tech/big-tech/article/3294357/chinas-ai-disrupter-deepseek-bets-low-key-team-young-geniuses-beat-us-giants,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736726769_shutterstock_2553453443-750x500.jpg,"9:30 AM at Jan 13, 2025",2025-01-13T09:30:00,2d ago,AI,China,2025-01-15 10:20:09
chinese-firms-showcase-ai-robots-evs-ces-2025,"Chinese firms showcase AI robots, EVs at CES 2025",https://www.techinasia.com/news/chinese-firms-showcase-ai-robots-evs-ces-2025,South China Morning Post,https://www.scmp.com/tech/big-tech/article/3294433/ces-2025-chinese-firms-show-leading-ai-powered-robots-evs-smart-glasses,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736725757_shutterstock_2411904329-750x500.jpg,"8:45 AM at Jan 13, 2025",2025-01-13T08:45:00,2d ago,AI,China,2025-01-15 10:20:09
alibaba-cloud-launches-ai-tool-faster-app-development,Alibaba Cloud launches AI tool for faster app development,https://www.techinasia.com/news/alibaba-cloud-launches-ai-tool-faster-app-development,South China Morning Post,https://www.scmp.com/tech/big-tech/article/3294096/meet-alibabas-ai-coder-automated-system-can-build-app-minutes,https://cdn.techinasia.com/wp-content/uploads/2024/10/1727861494_shutterstock_2118466577-750x500.jpg,"3:18 PM at Jan 12, 2025",2025-01-12T15:18:00,2d ago,AI,China,2025-01-15 10:20:09
hyundai-partners-nvidia-advance-ai-mobility,Hyundai partners with Nvidia to advance AI in mobility,https://www.techinasia.com/news/hyundai-partners-nvidia-advance-ai-mobility,The Korea Times,https://www.koreatimes.co.kr/www/tech/2025/01/419_390130.html,https://cdn.techinasia.com/wp-content/uploads/2025/01/1735903833_shutterstock_2493117133-750x563.jpg,"2:42 PM at Jan 12, 2025",2025-01-12T14:42:00,2d ago,AI,,2025-01-15 10:20:09
ant-group-connect-280k-doctors-haodf-healthcare-platform,Ant Group to connect 280k doctors on Haodf healthcare platform,https://www.techinasia.com/news/ant-group-connect-280k-doctors-haodf-healthcare-platform,Ant Group,https://www.antgroup.com/en/,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736594361_Cyril-Han-President-of-Ant-Group-speaks-at-the-2025-Haodf-Conference-in-Shanghai-750x500.jpg,"8:37 PM at Jan 11, 2025",2025-01-11T20:37:00,11 Jan 2025,AI,China,2025-01-15 10:20:09
openai-meta-uber-execs-attend-trumps-inauguration,"OpenAI, Meta, Uber execs set to attend Trump’s inauguration",https://www.techinasia.com/news/openai-meta-uber-execs-attend-trumps-inauguration,Bloomberg,https://www.bloomberg.com/news/articles/2025-01-10/openai-meta-uber-ceos-plan-to-attend-trump-inauguration-events?srnd=phx-technology,https://cdn.techinasia.com/wp-content/uploads/2024/12/1735005233_shutterstock_2551951845-750x500.jpg,"5:02 PM at Jan 11, 2025",2025-01-11T17:02:00,11 Jan 2025,AI,,2025-01-15 10:20:09
openai-considers-highvolume-production-humanoid-robots,OpenAI considers high-volume production of humanoid robots,https://www.techinasia.com/news/openai-considers-highvolume-production-humanoid-robots,TechCrunch,https://techcrunch.com/2025/01/10/new-openai-job-listings-reveal-its-robotics-plans/,https://cdn.techinasia.com/wp-content/uploads/2024/01/1706688900_shutterstock_2275173419-750x500.jpg,"4:56 PM at Jan 11, 2025",2025-01-11T16:56:00,11 Jan 2025,AI,,2025-01-15 10:20:09
us-agencies-partially-back-musks-legal-challenge-openai,US agencies partially back Musk’s legal challenge against OpenAI,https://www.techinasia.com/news/us-agencies-partially-back-musks-legal-challenge-openai,Bloomberg,https://www.bloomberg.com/news/articles/2025-01-10/us-supports-musk-challenge-to-openai-microsoft-board-overlaps?srnd=phx-technology,https://cdn.techinasia.com/wp-content/uploads/2023/05/1683710402_shutterstock_2293553391-750x500.jpg,"4:52 PM at Jan 11, 2025",2025-01-11T16:52:00,11 Jan 2025,AI,,2025-01-15 10:20:09
microsoft-sues-group-azure-openai-service,Microsoft sues group over Azure OpenAI service,https://www.techinasia.com/news/microsoft-sues-group-azure-openai-service,TechCrunch,https://techcrunch.com/2025/01/10/microsoft-accuses-group-of-developing-tool-to-abuse-its-ai-service-in-new-lawsuit/,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736579943_shutterstock_2472113547-750x500.jpg,"3:26 PM at Jan 11, 2025",2025-01-11T15:26:00,11 Jan 2025,AI,,2025-01-15 10:20:09
nvidia-raises-concerns-bidens-reported-export-restrictions,Nvidia raises concerns over Biden’s reported export restrictions,https://www.techinasia.com/news/nvidia-raises-concerns-bidens-reported-export-restrictions,Reuters,https://www.reuters.com/technology/nvidia-criticizes-reported-biden-plan-ai-chip-export-curbs-2025-01-10/,,"1:24 PM at Jan 11, 2025",2025-01-11T13:24:00,11 Jan 2025,AI,,2025-01-15 10:20:09
tsmc-achieves-q4-revenue-due-growing-ai-demand,TSMC achieves $26.3b in Q4 revenue due to growing AI demand,https://www.techinasia.com/news/tsmc-achieves-q4-revenue-due-growing-ai-demand,Reuters,https://www.reuters.com/technology/tsmcs-fourth-quarter-revenue-handily-beats-market-forecast-2025-01-10/,,"4:44 PM at Jan 10, 2025",2025-01-10T16:44:00,10 Jan 2025,AI,,2025-01-15 10:20:09
musks-attorney-urges-openai-auction-sources,Musk’s attorney urges OpenAI auction: sources,https://www.techinasia.com/news/musks-attorney-urges-openai-auction-sources,Reuters,https://www.reuters.com/technology/artificial-intelligence/musk-asks-state-ags-auction-off-openai-stake-nonprofit-restructuring-sources-say-2025-01-10/,,"4:35 PM at Jan 10, 2025",2025-01-10T16:35:00,10 Jan 2025,AI,,2025-01-15 10:20:09
perplexity-integrates-tripadvisor-improve-hotel-searches,Perplexity integrates Tripadvisor to improve hotel searches,https://www.techinasia.com/news/perplexity-integrates-tripadvisor-improve-hotel-searches,The Verge,https://www.theverge.com/2025/1/9/24339020/perplexity-tripadvisor-integration-hotels,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736492586_shutterstock_2486442525-750x500.jpg,"3:34 PM at Jan 10, 2025",2025-01-10T15:34:00,10 Jan 2025,AI,,2025-01-15 10:20:10
meta-faces-allegations-pirated-books-ai,Meta faces allegations of using pirated books for AI,https://www.techinasia.com/news/meta-faces-allegations-pirated-books-ai,Reuters,https://www.reuters.com/technology/artificial-intelligence/meta-knew-it-used-pirated-books-train-ai-authors-say-2025-01-09/,https://cdn.techinasia.com/wp-content/uploads/2023/03/1678860981_shutterstock_2067468665-750x500.jpg,"2:49 PM at Jan 10, 2025",2025-01-10T14:49:00,10 Jan 2025,AI,,2025-01-15 10:20:10
healthcare-startup-hippocratic-ai-raises-141m-funding,Healthcare startup Hippocratic AI raises $141m in funding,https://www.techinasia.com/news/healthcare-startup-hippocratic-ai-raises-141m-funding,Reuters,https://www.reuters.com/technology/artificial-intelligence/hippocratic-ai-valued-164-billion-after-series-b-round-2025-01-09/,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736490233_shutterstock_2431361511-750x422.jpg,"2:24 PM at Jan 10, 2025",2025-01-10T14:24:00,10 Jan 2025,AI,,2025-01-15 10:20:10
netherlands-nvidia-team-210m-ai-research-facility,"Nvidia, Netherlands team up on $210m AI research facility",https://www.techinasia.com/news/netherlands-nvidia-team-210m-ai-research-facility,Reuters,https://www.reuters.com/technology/artificial-intelligence/netherlands-secures-nvidias-supply-possible-ai-facility-2025-01-09/,https://cdn.techinasia.com/wp-content/uploads/2024/12/1734753884_IMG_1947.jpg,"2:10 PM at Jan 10, 2025",2025-01-10T14:10:00,10 Jan 2025,"AI,Investments",,2025-01-15 10:20:10
inshorts-cofounder-launches-ai-platform-noncoders,Inshorts co-founder launches AI platform for non-coders,https://www.techinasia.com/news/inshorts-cofounder-launches-ai-platform-noncoders,Fenado AI,https://fenado.ai,https://cdn.techinasia.com/wp-content/uploads/2021/07/1626353975_Azhar_Iqubal_inshorts-750x524.jpg,"1:33 PM at Jan 10, 2025",2025-01-10T13:33:00,10 Jan 2025,AI,India,2025-01-15 10:20:10
sk-telecom-sk-hynix-penguin-partner-ai-data-centers,"SK Telecom, SK hynix, Penguin partner on AI data centers",https://www.techinasia.com/news/sk-telecom-sk-hynix-penguin-partner-ai-data-centers,SK Telecom,http://www.linkedin.com/company/sk-telecom,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736478177_Image-2-SKT-SKhynix-Penguin-Solutions-sign-collaboration-agreement-for-AIDC-750x435.jpg,"11:03 AM at Jan 10, 2025",2025-01-10T11:03:00,10 Jan 2025,AI,,2025-01-15 10:20:10
delta-air-lines-unveils-ai-assistant-travel-booking,"Delta Air Lines unveils AI assistant for travel, booking",https://www.techinasia.com/news/delta-air-lines-unveils-ai-assistant-travel-booking,The Independent,https://www.independent.co.uk/tech/delta-air-lines-future-flight-b2675535.html,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736477701_a321neo-750x500.jpg,"10:57 AM at Jan 10, 2025",2025-01-10T10:57:00,10 Jan 2025,AI,,2025-01-15 10:20:10
corp-launches-grok-chatbot-app-beta-ios-users,X Corp launches Grok chatbot app in beta for iOS users,https://www.techinasia.com/news/corp-launches-grok-chatbot-app-beta-ios-users,TechCrunch,https://techcrunch.com/2025/01/08/xai-is-testing-a-standalone-ios-app-for-its-grok-chatbot/,https://cdn.techinasia.com/wp-content/uploads/2024/12/1733563213_shutterstock_2388402325-750x500.jpg,"10:17 AM at Jan 10, 2025",2025-01-10T10:17:00,10 Jan 2025,AI,,2025-01-15 10:20:10
hk-construction-tech-company-raises-3m-series,HK construction tech company raises $3m series A,https://www.techinasia.com/news/hk-construction-tech-company-raises-3m-series,Betatron Venture Group,http://Betatron.co,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736422965_CIC-Construction-Digitalisation-Award-750x563.jpg,"9:00 AM at Jan 10, 2025",2025-01-10T09:00:00,10 Jan 2025,"AI,Investments",,2025-01-15 10:20:10
ai-boosts-bank-profits-but-costs-jobs-worldwide-report,AI boosts bank profits but costs 200k jobs worldwide: report,https://www.techinasia.com/news/ai-boosts-bank-profits-but-costs-jobs-worldwide-report,Bloomberg,https://www.bloomberg.com/news/articles/2025-01-09/wall-street-expected-to-shed-200-000-jobs-as-ai-erodes-roles?sref=0HBwXzvA,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736425053_shutterstock_2468297375-750x500.jpg,"8:19 PM at Jan 9, 2025",2025-01-09T20:19:00,9 Jan 2025,AI,,2025-01-15 10:20:10
nvidia-unveils-breakthrough-ai-chips-ces-2025,Nvidia unveils breakthrough AI chips at CES 2025,https://www.techinasia.com/news/nvidia-unveils-breakthrough-ai-chips-ces-2025,TechCrunch,https://techcrunch.com/2025/01/07/nvidia-ceo-says-his-ai-chips-are-improving-faster-than-moores-law/,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736404621_shutterstock_2471286037-750x500.jpg,"6:47 PM at Jan 9, 2025",2025-01-09T18:47:00,9 Jan 2025,AI,,2025-01-15 10:20:10
chip-export-controls-threaten-us-ai-leadership-industry-group,Chip export controls threaten US AI leadership: industry group,https://www.techinasia.com/news/chip-export-controls-threaten-us-ai-leadership-industry-group,Reuters,https://www.reuters.com/technology/artificial-intelligence/tech-group-urges-us-halt-rule-that-would-limit-global-access-ai-chips-2025-01-07/,https://cdn.techinasia.com/wp-content/uploads/2024/12/1734693552_shutterstock_2231108363-750x506.jpg,"6:39 PM at Jan 9, 2025",2025-01-09T18:39:00,9 Jan 2025,AI,,2025-01-15 10:20:10
ai-jobs-top-linkedins-job-growth-list,AI jobs top LinkedIn’s US job growth list,https://www.techinasia.com/news/ai-jobs-top-linkedins-job-growth-list,Axios,https://www.axios.com/2025/01/07/ai-jobs-on-the-rise-linkedin-report,,"3:19 PM at Jan 9, 2025",2025-01-09T15:19:00,9 Jan 2025,AI,,2025-01-15 10:20:10
indian-deeptech-firm-names-cto-ayush-gupta-cofounder,Indian deeptech firm names CTO Ayush Gupta as co-founder,https://www.techinasia.com/news/indian-deeptech-firm-names-cto-ayush-gupta-cofounder,Inc42,https://inc42.com/buzz/enlog-elevates-its-cto-ayush-gupta-to-cofounder/,,"9:25 AM at Jan 9, 2025",2025-01-09T09:25:00,9 Jan 2025,AI,India,2025-01-15 10:20:10
microsoft-invests-3b-india-public-private-deals,"Microsoft invests $3b in India with public, private deals",https://www.techinasia.com/news/microsoft-invests-3b-india-public-private-deals,TechCrunch,https://techcrunch.com/2025/01/08/microsoft-backs-its-3b-ai-push-in-india-with-public-and-private-sector-deals/,,"9:17 AM at Jan 9, 2025",2025-01-09T09:17:00,9 Jan 2025,"AI,Investments",India,2025-01-15 10:20:10
tesla-explosion-trump-hotel-linked-genai,Tesla explosion outside Trump Hotel linked to genAI,https://www.techinasia.com/news/tesla-explosion-trump-hotel-linked-genai,The Verge,https://www.theverge.com/2025/1/7/24338788/las-vegas-cybertruck-explosion-chatgpt-ai-search,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736318356_shutterstock_2133946807-750x500.jpg,"4:38 PM at Jan 8, 2025",2025-01-08T16:38:00,8 Jan 2025,AI,,2025-01-15 10:20:12
ces-2025-showcases-ai-selfdriving-cars,"CES 2025 showcases AI, self-driving cars",https://www.techinasia.com/news/ces-2025-showcases-ai-selfdriving-cars,Agence France-Presse,https://www.france24.com/en/live-news/20250107-homes-talk-and-tables-walk-at-ai-dominated-ces,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736230429_GZ8zHVCXMAAtWYV-750x494.jpeg,"3:41 PM at Jan 8, 2025",2025-01-08T15:41:00,8 Jan 2025,AI,China,2025-01-15 10:20:12
south-koreans-spend-900-million-minutes-ai-services,South Koreans spend 900m minutes on AI services,https://www.techinasia.com/news/south-koreans-spend-900-million-minutes-ai-services,The Korea Times,https://www.koreatimes.co.kr/www/tech/2025/01/133_389882.html,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736311486_shutterstock_1567981987-750x500.jpg,"1:26 PM at Jan 8, 2025",2025-01-08T13:26:00,8 Jan 2025,AI,,2025-01-15 10:20:12
apple-update-ai-summaries-misinformation-concerns,Apple to update AI summaries after misinformation concerns,https://www.techinasia.com/news/apple-update-ai-summaries-misinformation-concerns,The Independent,https://www.independent.co.uk/tech/apple-iphone-update-ai-intelligence-summary-b2675122.html,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736233984_shutterstock_2480759189-750x500.jpg,"12:42 PM at Jan 8, 2025",2025-01-08T12:42:00,8 Jan 2025,AI,,2025-01-15 10:20:12
half-saudi-deep-tech-startups-focus-ai-iot-report,"Half of Saudi deeptech startups focus on AI, IoT: report",https://www.techinasia.com/news/half-saudi-deep-tech-startups-focus-ai-iot-report,Arab News,https://www.arabnews.com/node/2585539/business-economy,https://cdn.techinasia.com/wp-content/uploads/2024/12/1734857687_shutterstock_2328870819-750x499.jpg,"12:41 PM at Jan 8, 2025",2025-01-08T12:41:00,8 Jan 2025,"AI,Investments",,2025-01-15 10:20:12
google-deepmind-forms-team-improve-ai-world-models,"Google DeepMind forms team to improve AI, world models",https://www.techinasia.com/news/google-deepmind-forms-team-improve-ai-world-models,The Verge,https://www.theverge.com/2025/1/7/24338053/google-deepmind-world-modeling-ai-team-gaming-robot-training,https://cdn.techinasia.com/wp-content/uploads/2024/05/1715929239_shutterstock_2430023717-750x500.jpg,"11:25 AM at Jan 8, 2025",2025-01-08T11:25:00,8 Jan 2025,AI,,2025-01-15 10:20:12
chinas-01ai-founder-denies-selling-assets-alibaba-cloud,China’s 01.AI founder denies selling assets to Alibaba Cloud,https://www.techinasia.com/news/chinas-01ai-founder-denies-selling-assets-alibaba-cloud,South China Morning Post,https://www.scmp.com/tech/tech-trends/article/3293791/chinese-start-01ai-founder-lee-kai-fu-denies-rumours-asset-sale-alibaba,https://cdn.techinasia.com/wp-content/uploads/2023/02/1677214924_shutterstock_1511745794-750x460.jpg,"8:40 AM at Jan 8, 2025",2025-01-08T08:40:00,8 Jan 2025,AI,,2025-01-15 10:20:12
chinese-healthcare-firm-weimai-raises-273m-series,Chinese healthcare firm Weimai raises $27.3m series D,https://www.techinasia.com/news/chinese-healthcare-firm-weimai-raises-273m-series,Weimai,https://dtxalliance.org/members/weimai/,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736245089_Weimai-relies-on-AI-big-data-and-other-technologies-to-enhance-full-cycle-health-management-solutions-750x520.jpg,"6:21 PM at Jan 7, 2025",2025-01-07T18:21:00,7 Jan 2025,"AI,Investments",China,2025-01-15 10:20:12
microsoft-announces-3b-investment-india,Microsoft announces $3b investment in India,https://www.techinasia.com/news/microsoft-announces-3b-investment-india,The Economic Times,https://economictimes.indiatimes.com/tech/technology/microsoft-announces-3-billion-investment-in-india/articleshow/117018644.cms?from=mdr,https://cdn.techinasia.com/wp-content/uploads/2020/12/microsoft-4608125_1280-750x500.jpg,"6:00 PM at Jan 7, 2025",2025-01-07T18:00:00,7 Jan 2025,"AI,Investments",India,2025-01-15 10:20:12
nvidia-debuts-rtx-gpus-agentic-ai-ces-2025,"Nvidia debuts RTX GPUs, ‘Agentic AI’ at CES 2025",https://www.techinasia.com/news/nvidia-debuts-rtx-gpus-agentic-ai-ces-2025,Fortune,https://fortune.com/2025/01/06/nvidias-jensen-huang-agentics-ai-robots-blackwell-gpu-ces-2025-toyota-autonomous-vehicles/,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736233381_shutterstock_2320842535-750x500.jpg,"3:50 PM at Jan 7, 2025",2025-01-07T15:50:00,7 Jan 2025,AI,,2025-01-15 10:20:12
ai-startup-funding-hits-record-97b-2024,US AI startup funding hits record $97b in 2024,https://www.techinasia.com/news/ai-startup-funding-hits-record-97b-2024,Bloomberg,https://www.bloomberg.com/news/articles/2025-01-07/after-openai-xai-megarounds-ai-startup-funding-hit-a-record-97-billion,https://cdn.techinasia.com/wp-content/uploads/2024/12/1734693552_shutterstock_2231108363-750x506.jpg,"3:43 PM at Jan 7, 2025",2025-01-07T15:43:00,7 Jan 2025,"AI,Investments",,2025-01-15 10:20:12
asia-chip-shares-rise-nvidia-ceos-ces-speech,Asia chip shares rise ahead of Nvidia CEO’s CES speech,https://www.techinasia.com/news/asia-chip-shares-rise-nvidia-ceos-ces-speech,Bloomberg,https://www.bloomberg.com/news/articles/2025-01-07/asia-chip-shares-surge-ahead-of-nvidia-ceo-s-vegas-appearance?srnd=phx-technology,https://cdn.techinasia.com/wp-content/uploads/2025/01/1736222666_shutterstock_2470895321-750x500.jpg,"2:16 PM at Jan 7, 2025",2025-01-07T14:16:00,7 Jan 2025,AI,,2025-01-15 10:20:12
